,pos_key_pos,companyid_pb,pb_idx,method,score,src_file,rank,company_raw_pos,company_linkedin_url_pos,company_cleaned_pos,location_raw_pos,region_pos,country_pos,state_pos,metro_area_pos,weight_pos,rcid_pos,company_name_pos,ultimate_parent_rcid_pos,ultimate_parent_company_name_pos,onet_code_pos,onet_title_pos,ticker_pos,exchange_pos,cusip_pos,naics_code_pos,naics_description_pos,company_pos,linkedin_headquarters_pos,gvkey_pos,country_std_pos,state_std_pos,_first_name_raw_pos,company_norm_pos,linkedin_norm_pos,website_domain_pos,hqcountry_pb,hqstate_province_pb,country_std_pb,state_std_pb,companyname_pb,companyalsoknownas_pb,companylegalname_pb,companyformername_pb,file
41,individual_position_0126_part_01_with_company.parquet::10479,57194-74,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,QUINCAILLERIE BEAUCERONNE,linkedin.com/company/quincaillerie-beauceronne,quincaillerie beauceronne,"Chartres, Centre-Val de Loire, France",Western Europe,France,Centre,paris metropolitan area,1.6617496,5767454.0,QUINCAILLERIE BEAUCERONNE,5767454.0,QUINCAILLERIE BEAUCERONNE,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,,,444140,Hardware Retailers,QUINCAILLERIE BEAUCERONNE,CHARTRES,,France,,quincaillerie beauceronne,quincaillerie beauceronne,http://linkedin.com/company/quincaillerie-beauceronne,,France,Cedex 1,France,,Synt:em,Synt em SA,Synt:em S.A.,,individual_position_0126_part_01_with_company.parquet
42,individual_position_0126_part_01_with_company.parquet::10486,56949-22,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Selvstendig næringsdrivende,linkedin.com/company/selvstendig-n-ringsdrivende,selvstendig næringsdrivende,"Oslo, Oslo, Norway",Northern Europe,Norway,Oslo,oslo metropolitan area,2.0189538,6113650.0,Sjølvstendig Næringsdrivande,6113650.0,Sjølvstendig Næringsdrivande,,,,,,,,Sjølvstendig Næringsdrivande,,,Norway,,selvstendig næringsdrivende,selvstendig nringsdrivende,http://linkedin.com/company/selvstendig-n-ringsdrivende,,Norway,,Norway,,Codfarmers,,Codfarmers ASA,Gadus,individual_position_0126_part_01_with_company.parquet
43,individual_position_0126_part_01_with_company.parquet::10488,57514-87,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Taylor Built Construction Co,linkedin.com/company/taylor-built-construction-co,taylor built construction co,"Fairhope, Alabama, United States",Northern America,United States,Alabama,mobile metropolitan area,1.3490435,18987368.0,Taylor Built Construction (18987368),18987368.0,Taylor Built Construction (18987368),47-3012.00,Helpers--Carpenters,,,,,,Taylor Built Construction (18987368),"Holly Springs, NC",,United States,AL,taylor built construction co,taylor built construction,http://linkedin.com/company/taylor-built-construction-co,,United States,Alabama,United States,AL,Sovereign at Overland Park,,"Sovereign at Overland Park, LLC",,individual_position_0126_part_01_with_company.parquet
44,individual_position_0126_part_01_with_company.parquet::1049,57194-74,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,CABINET DE KINESITHERAPIE,linkedin.com/company/cabinet-de-kinesitherapie,cabinet de kinesitherapie,Greater Perpignan Area,Western Europe,France,Occitanie,france nonmetropolitan area,1.3157905,2531948.0,Cabinet De Kinesitherapie,2531948.0,Cabinet De Kinesitherapie,43-6012.00,Legal Secretaries and Administrative Assistants,,,,,,Cabinet De Kinesitherapie,"Paris, Îledefrance",,France,,cabinet de kinesitherapie,cabinet de kinesitherapie,http://linkedin.com/company/cabinet-de-kinesitherapie,,France,Cedex 1,France,,Synt:em,Synt em SA,Synt:em S.A.,,individual_position_0126_part_01_with_company.parquet
45,individual_position_0126_part_01_with_company.parquet::10492,53375-05,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Tulip Telecom,linkedin.com/company/tulip-telecom,tulip telecom,"South Delhi, Delhi, India",Southern Asia,India,Delhi,delhi metropolitan area,1.3014752,998740.0,Tulip Telecom Ltd.,998740.0,Tulip Telecom Ltd.,11-3031.00,Financial Managers,,,Y8998U129,541512,Computer Systems Design Services,Tulip Telecom Ltd.,"New Delhi, Delhi",275100,India,,tulip telecom,tulip telecom,http://linkedin.com/company/tulip-telecom,tulip.net,India,,India,,Tulip Telecom,,Tulip Telecom Ltd,Tulip IT Services,individual_position_0126_part_01_with_company.parquet
46,individual_position_0126_part_01_with_company.parquet::10501,57194-74,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,JARD AIN LOISIRS MAINAUD JLM,linkedin.com/company/jard-ain-loisirs-mainaud-jlm,jard ain loisirs mainaud jlm,"Bourg-en-Bresse, Auvergne-Rhône-Alpes, France",Western Europe,France,Auvergne-Rhone-Alpes,lyon metropolitan area,1.6827976,4360406.0,Jard Ain Loisirs Mainaud Jlm,4360406.0,Jard Ain Loisirs Mainaud Jlm,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",,,,,,Jard Ain Loisirs Mainaud Jlm,BOURG EN BRESSE,,France,,jard ain loisirs mainaud jlm,jard ain loisirs mainaud jlm,http://linkedin.com/company/jard-ain-loisirs-mainaud-jlm,,France,Cedex 1,France,,Synt:em,Synt em SA,Synt:em S.A.,,individual_position_0126_part_01_with_company.parquet
47,individual_position_0126_part_01_with_company.parquet::10509,151575-58,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Structure Gaming,linkedin.com/company/structure-gaming,structure gaming,"Struthers, Ohio, United States",Northern America,United States,Ohio,ohio nonmetropolitan area,1.0482119,6430087.0,Structure Gaming,6430087.0,Structure Gaming,27-3041.00,Editors,,,,,,Structure Gaming,,,United States,OH,structure gaming,structure gaming,http://linkedin.com/company/structure-gaming,,United States,Ohio,United States,OH,Integrated Telehealth,,"Integrated Telehealth, Inc.",,individual_position_0126_part_01_with_company.parquet
48,individual_position_0126_part_01_with_company.parquet::10513,56745-82,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,SSA,,ssa,"Durango, Durango, Mexico",Central America and the Caribbean,Mexico,Durango,mexico nonmetropolitan area,1.4496664,1922145.0,Ssa International,1922145.0,Ssa International,25-2032.00,"Career/Technical Education Teachers, Secondary School",,,,,,Ssa International,,,Mexico,,ssa,ssa,http://linkedin.com/company/alene-admas-import-export,,Mexico,,Mexico,,Bandtastic,,Crowdfunding México S.A.P.I. de C.V.,,individual_position_0126_part_01_with_company.parquet
49,individual_position_0126_part_01_with_company.parquet::10526,12795-31,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Juniper Networks,linkedin.com/company/juniper-networks,juniper networks,"Sunnyvale, California, United States",Northern America,United States,California,san jose metropolitan area (california),1.049041,633950.0,"Juniper Networks, Inc.",633950.0,"Juniper Networks, Inc.",15-1251.00,Computer Programmers,JNPR,New York Stock Exchange,48203R104,334210,Telephone Apparatus Manufacturing,"Juniper Networks, Inc.","Sunnyvale, CA",121718,United States,CA,juniper networks,juniper networks,http://linkedin.com/company/juniper-networks,juniper.net,United States,California,United States,CA,Juniper Networks,Juniper,"Juniper Networks, Inc.",,individual_position_0126_part_01_with_company.parquet
50,individual_position_0126_part_01_with_company.parquet::10531,60245-56,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,AppLovin,linkedin.com/company/applovin,applovin,San Francisco Bay Area,Northern America,United States,California,san francisco metropolitan area,1.0056636,975721.0,AppLovin Corp.,975721.0,AppLovin Corp.,13-1161.01,Search Marketing Strategists,APP,NASDAQ,03831W108,513210,Software Publishers,AppLovin Corp.,"Palo Alto, California",38212,United States,CA,applovin,applovin,http://linkedin.com/company/applovin,applovin.com,United States,California,United States,CA,AppLovin,,AppLovin Corp,,individual_position_0126_part_01_with_company.parquet
51,individual_position_0126_part_01_with_company.parquet::10532,434229-31,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Ingeniería Eléctrica S.A.,linkedin.com/company/ingenieria-electrica-sa,ingeniería eléctrica s a,Argentina,Southern America,Argentina,empty,argentina nonmetropolitan area,1.2218857,4221202.0,Ingeniería Eléctrica,4221202.0,Ingeniería Eléctrica,11-2022.00,Sales Managers,,,,,,Ingeniería Eléctrica,"Rosario, Santa Fe",,Argentina,,ingeniería eléctrica s a,ingenieria electrica s a,http://linkedin.com/company/ingenieria-electrica-sa,,Argentina,,Argentina,,Fecundis,,,,individual_position_0126_part_01_with_company.parquet
52,individual_position_0126_part_01_with_company.parquet::10536,52598-44,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Flipkart,linkedin.com/company/flipkart,flipkart,"Bengaluru, Karnataka, India",Southern Asia,India,Karnataka,bengaluru metropolitan area,1.6123174,877675.0,Flipkart Internet Pvt Ltd.,877675.0,Flipkart Internet Pvt Ltd.,19-3051.00,Urban and Regional Planners,,,,449210,Electronics and Appliance Retailers,Flipkart Internet Pvt Ltd.,"Bangalore, Karnataka",,India,,flipkart,flipkart,http://linkedin.com/company/flipkart,flipkart.com,India,Karnataka,India,,Flipkart,,Flipkart Internet Private Limited,,individual_position_0126_part_01_with_company.parquet
53,individual_position_0126_part_01_with_company.parquet::1055,10173-43,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,EDZ Franchise,linkedin.com/company/edzfranchise,edz franchise,"Houston, Texas, United States

            Contact Info",Northern America,United States,Texas,houston metropolitan area,1.1994845,22419519.0,Edz Franchise,22419519.0,Edz Franchise,35-2013.00,"Cooks, Private Household",,,,,,Edz Franchise,"Houston, TX",,United States,TX,edz franchise,edz franchise,http://linkedin.com/company/edzfranchise,,United States,Texas,United States,TX,EXE Technologies,EXE,"EXE Technologies, Inc.","Neptune Systems, Dallas Systems Corporation",individual_position_0126_part_01_with_company.parquet
54,individual_position_0126_part_01_with_company.parquet::10555,433947-52,29951.0,fuzzy,92.0,individual_position_0126_part_01_with_company.parquet,3,"Beijing Windbell Technology Co., Ltd",linkedin.com/company/beijing-windbell-technology-co--ltd,beijing windbell technology co ltd,Zhengzhou,Eastern Asia,China,Henan,zhengzhou metropolitan area,3.0415008,1142397.0,Beijing Windbell Technology Co. Ltd.,1142397.0,Beijing Windbell Technology Co. Ltd.,41-2031.00,Retail Salespersons,,,,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,Beijing Windbell Technology Co. Ltd.,"Haidian Destrict, Beijing,",,China,,beijing windbell technology co ltd,beijing windbell technology,http://linkedin.com/company/beijing-windbell-technology-co--ltd,biowindbell.com,China,,China,,WideCreate,,"Beijing Wide Technology Co., Ltd.",,individual_position_0126_part_01_with_company.parquet
55,individual_position_0126_part_01_with_company.parquet::10565,56830-78,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,CHASCO Family YMCA,linkedin.com/company/chasco-family-ymca,chasco family ymca,"St Louis, Missouri, United States",Northern America,United States,Missouri,st louis metropolitan area,1.0662665,2697852.0,Chasco Family Ymca,2697852.0,Chasco Family Ymca,27-2022.00,Coaches and Scouts,,,,,,Chasco Family Ymca,"Round Rock, Texas",,United States,MO,chasco family ymca,chasco family ymca,http://linkedin.com/company/chasco-family-ymca,,United States,Missouri,United States,MO,Kinetek Systems,,Kinetek Systems Inc.,,individual_position_0126_part_01_with_company.parquet
56,individual_position_0126_part_01_with_company.parquet::10569,56946-61,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Freiberuflich,,freiberuflich,"Lanzenkirchen, Lower Austria, Austria",Western Europe,Austria,Lower Austria,vienna metropolitan area,1.0834811,1668953.0,Petrosoyuz,1668953.0,Petrosoyuz,27-3043.05,"Poets, Lyricists and Creative Writers",,,,,,Freiberuflich Autorin,Berlin,,Austria,,freiberuflich,freiberuflich,http://linkedin.com/company/freiberuflich,,Austria,,Austria,,Caeroscene IT Solutions,,Caeroscene IT Solutions GmbH,,individual_position_0126_part_01_with_company.parquet
57,individual_position_0126_part_01_with_company.parquet::10571,466466-32,113964.0,fuzzy,100.0,individual_position_0126_part_01_with_company.parquet,3,Aegis,linkedin.com/company/aegis_5,aegis,"Kolkata, West Bengal, India",Southern Asia,India,West Bengal,kolkata metropolitan area,1.209397,21080677.0,"Aegis Technologies Group, Inc.",21080677.0,"Aegis Technologies Group, Inc.",11-3051.06,Hydroelectric Production Managers,,,,541511,Custom Computer Programming Services,"Aegis Technologies Group, Inc.","Seattle, WA",,India,,aegis,aegis,http://linkedin.com/company/aegis_5,aegisgrp.com,India,Maharashtra,India,,Aegis,,,,individual_position_0126_part_01_with_company.parquet
58,individual_position_0126_part_01_with_company.parquet::10584,469701-37,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,NB Music,,nb music,"Dhaka, Bangladesh",Southern Asia,Bangladesh,Dhaka,dhaka metropolitan area,1.0827409,21724078.0,Nb Music,21724078.0,Nb Music,27-2011.00,Actors,,,,,,Nb Music,"Grand Rapids, Michigan",,Bangladesh,,nb music,nb music,http://linkedin.com/company/nb-music,,Bangladesh,,Bangladesh,,Green Shade,,,,individual_position_0126_part_01_with_company.parquet
59,individual_position_0126_part_01_with_company.parquet::10589,151528-33,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,BLACK CROSS,,black cross,hong kong,Eastern Asia,Hong Kong,Central and Western,hong kong metropolitan area,1.1092023,94040365.0,Black Cross,94040365.0,Black Cross,27-1026.00,Merchandise Displayers and Window Trimmers,,,,,,Black Cross,Rosario,,Hong Kong,,black cross,black cross,http://linkedin.com/company/black-cross,,Hong Kong,,Hong Kong,,Comma Technology,,Comma Technology Limited,,individual_position_0126_part_01_with_company.parquet
60,individual_position_0126_part_01_with_company.parquet::10598,10810-63,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,#Aurin_ipsum,,aurin ipsum,"Kozhikode, Kerala, India",Southern Asia,India,Kerala,kozhikode metropolitan area,1.2343278,9176869.0,Aurin Ipsum,9176869.0,Aurin Ipsum,11-1011.00,Chief Executives,,,,,,Aurin Ipsum,"Calicut , Kerala",,India,,aurin ipsum,aurin ipsum,http://linkedin.com/company/aurin-ipsum,,India,Andhra Pradesh,India,,Nipuna Services,Nipuna,Nipuna Services Limited,,individual_position_0126_part_01_with_company.parquet
61,individual_position_0126_part_01_with_company.parquet::10605,56747-62,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Fifth Row Technologies,linkedin.com/company/fifth-row-technologies,fifth row technologies,"Wycombe Marsh, England, United Kingdom",Northern Europe,United Kingdom,England,reading metropolitan area,1.0669025,93312890.0,Fifth Row Technologies,93312890.0,Fifth Row Technologies,15-1241.00,Computer Network Architects,,,,,,Fifth Row Technologies,,,United Kingdom,,fifth row technologies,fifth row technologies,http://linkedin.com/company/fifth-row-technologies,,United Kingdom,England,United Kingdom,,City Invoice Finance,City Invoice,City Invoice Finance Limited,,individual_position_0126_part_01_with_company.parquet
62,individual_position_0126_part_01_with_company.parquet::10606,57888-19,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Ouachita parish schools,,ouachita parish schools,"Monroe, Louisiana, United States",Northern America,United States,Louisiana,louisiana nonmetropolitan area,1.4095062,5401893.0,Ouachita Parish School Board,5401893.0,Ouachita Parish School Board,25-3031.00,"Substitute Teachers, Short-Term",,,,,,Ouachita Parish School Board,West Monroe,,United States,LA,ouachita parish schools,ouachita parish schools,http://linkedin.com/company/ouachita-parish-school-board,,United States,Louisiana,United States,LA,Dynamic Industries,,"Dynamic Industries, Inc.",,individual_position_0126_part_01_with_company.parquet
